_id,name,card_class,hero_name,hero_id,series_name,card_number,effect_text,flavor_text,illustrator,picture_url,file_name,card_type[0],reactions[0],reactions[1],reactions[2],card_tags[0],card_tags[1],enthusiasm,second_effect_text,created_on.year,created_on.month,created_on.day,created_on.time,created_on.full_time,updated_on.year,updated_on.month,updated_on.day,updated_on.time,updated_on.full_time,alpha,beta,extra_effects[0],extra_effects[1],extra_effects[2]
6413bffeb00a31a52c1b9e03,New Equilibrium,,,GE1,Gravity Enforcer//Cosmic//Tactical,1114,"<Trigger> During the Start Phase or during a foe's turn, all foes gain Enthusiasm minus 2.\n",,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb16ge.jpg,i1cb16ge,1008,,,,1000,,0,<Critical> Your Ending gains damage plus 1 if it deals damage to a foe with Enthusiasm lower than yours.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:09,2024-01-18T00:09:28.620Z,,,1001,1002,
6413c0c4b00a31a52c1b9e32,The Star-Cat Alliance,,,GEN,Cosmic//Nature//Team,1125,"<Trigger> During the Start Phase, if you have the highest Enthusiasm, Focus plus 2 (add 2 to your Focus).",,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb17g.jpg,i1cb17g,1008,,,,1000,,0,"<C.Trigger> At the start of a foe's turn, deal 2 damage to that foe if they have Enthusiasm lower than yours.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:04,2024-01-18T00:04:17.037Z,,,1001,1002,
6413c161b00a31a52c1b9e59,Old Playbook,,,GEN,Development,1120,<Limited> This Item counts as a Canny card in your String this round (this does not count towards String size).,,prusin_senpai,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1plg8i.jpg,i1plg8i,1006,,,,1004,,0,"Discard this Item; pull 1 Canny card (add the card from the Main deck to your hand, then shuffle the Main deck).",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:51,2024-01-18T00:51:39.634Z,,,1003,,
6413c1d3b00a31a52c1b9e74,Off Duty,,,GEN,Relaxation//Mystic//Nature//Team,1122,Pull 1 Relaxation Pluck. Return all non-defending Fighters to their owner's hands. Players can not use the effects of Fighters or reactions this round. You can not resolve this Event if your String has a Fighter(s) or a foe(s) has 1 or less cards in their String.,,betomirandaart2,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1plg4e.jpg,i1plg4e,1007,,,,1005,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:42,2024-01-18T00:42:03.236Z,,,,,
6413c2dcb00a31a52c1b9e8b,Ceifeira Preta,Canny,,CP1,Ceifeira Preta//Mystic//Quest,1057,Resolve 1 of the following effects://● Pull 1 Comeback and add 1 Fighter from the discard pile to your hand.//● Discard 2 Comebacks in your Reserve; return 3 cards from the discard pile to the top of the Main deck in any order.,,Hugo Roberto,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p3cpf.jpg,i1p3cpf,1001,1004,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:54,2024-01-29T02:54:25.648Z,,,,,
6413c34cb00a31a52c1b9eaa,Life Cleaving Presence!,Canny,,CP1,Ceifeira Preta//Mystic//Quest,1058,"Pull 1 Comeback, then discard 1 card from your strongest or weakest foe's hand for each Comeback in your Reserve (max of 3). That foe draws 2 cards. ",,Hugo Roberto,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p3cpa.jpg,i1p3cpa,1002,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:54,2024-01-29T02:54:39.118Z,,,,,
641419bfb00a31a52c1b9ec1,Reaping Dive!!,Canny,,CP1,Ceifeira Preta//Mystic//Quest,1059,"Take 2 damage, then resolve the Critical effect of 1 Comeback in your Reserve.",,Hugo Roberto,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p3cpm.jpg,i1p3cpm,1003,,,,1001,1007,0,"<Trigger> If a card(s) is discarded from your hand or String, pull 1 Comeback and resolve this card's main effect.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:54,2024-01-29T02:54:59.390Z,,,1001,,
64141a6ab00a31a52c1b9ee0,Psychopomp Chop!!!,Canny,,CP1,Ceifeira Preta//Mystic//Quest,1060,"<Target> Your strongest or weakest foe.//You can resolve 1 Critical effect this round.//<1-5> Deal 2 damage.//<6-11> Deal 3 damage. Pull 1 Comeback.//<12+> Deal 4 damage. Pull 2 Comebacks (add those Comebacks from the Pluck deck to your Reserve, then shuffle the Pluck deck).",,Hugo Roberto,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p3cpe.jpg,i1p3cpe,1004,,,,1001,1002,8,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:03,2024-02-01T01:03:54.749Z,,,,,
64141bb5b00a31a52c1b9eff,Portal,Canny,,P01,Warp Family//Cosmic//Psychic//Tactical,1053,"Look at a random foe's hand, then discard 1 card from their hand. That foe draws 1 card.//If your String has a Unity card(s), resolve this card one more time, but the target foe draws 2 cards instead.",,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p2pf.jpg,i1p2pf,1001,1002,1004,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:50,2024-01-29T02:50:35.619Z,,,,,
64141c68b00a31a52c1b9f26,Teleporting Mastery!,Canny,,P01,Warp Family//Cosmic//Psychic//Tactical,1054,"Discard 1 Aura, Move or Ending in a foe's String, then that foe adds 1 random card with the same type as the removed card or MAX VARIABLE as the removed card's type from their hand to their String. ",,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p2pa.jpg,,1002,,,,1001,1007,0,"<Trigger> During a foe's turn, resolve this card's main effect.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:50,2024-01-29T02:50:47.159Z,,,1001,,
64141dadb00a31a52c1b9f55,Distant Drop-Off!!!,Canny,,P01,Warp Family//Cosmic//Psychic//Tactical,1056,"<Target> Random foe.//If your String has a Unity card(s), Focus plus 3.//<1-5> Deal 3 damage.//<6-11> Deal 3 damage. Discard 1 card from their hand.//<12+> Deal 3 damage. They discard 1 unresolved non-Fighter card from their String.",,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p2pe.jpg,i1p2pe,1004,,,,1001,1002,16,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,27,16:04,2024-02-27T16:04:06.748Z,,,,,
64141e41b00a31a52c1b9f74,Spatial Reversal!!,Canny,,P01,Warp Family//Cosmic//Psychic//Tactical,1055,"This card copies the effect text of a foe's Aura or Move until the end of your turn (if the the selected card is face-down, reveal it).",,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1p2pm.jpg,i1p2pm,1003,,,,1001,1007,0,"<Trigger> If you are targeted for damage, your Fighter gains Redirect 1 (that card is revealed).",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:50,2024-01-29T02:50:58.068Z,,,1001,,
6414200db00a31a52c1b9fc3,Spirit Channeling and Union!,Staunch,,BW1,Bone Whisperer//Mystic//Nature//Team,1010,Add 1 Pluck from the discard pile to your Active Pluck. You can not resolve it this round.,,Ranbutam,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g3bwa.jpg,i1g3bwa,1002,,,,1001,1007,0,"<Trigger> If a card(s) would be discarded from your hand or String, resolve this card's main effect, then discard this card instead (max of 1).",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:47,2024-01-29T02:47:22.695Z,,,1001,,
641420a2b00a31a52c1b9fe2,Umala - Heavy Trampling!!,Staunch,,BW1,Bone Whisperer//Mystic//Nature//Team,1011,"You can resolve 1 additional Event this round.//Deal 1 piercing damage for each Event in your Reserve (max of 4) to a random foe, then heal 1 HP.",,Ranbutam,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g3bwm.jpg,i1g3bwm,1003,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:47,2024-01-29T02:47:45.949Z,,,,,
6414212cb00a31a52c1b9ff9,Bone Whisperer,Staunch,,BW1,Bone Whisperer//Mystic//Nature//Team,1009,Resolve 1 of the following effects://● Discard up to 3 cards from your hand; heal 1 HP for each card discarded.//● Discard 3 cards from your hand; unfurl 3 Pluck (reveal 3 cards from the top of the Pluck deck). Add 2 Pluck to your Reserve and discard the other unfurled Pluck.,,Ranbutam,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g3bwf.jpg,i1g3bwf,1001,1001,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:47,2024-01-29T02:47:09.190Z,,,,,
6414223fb00a31a52c1ba01e,Pitch - Swift Rending!!!,Staunch,,BW1,Bone Whisperer//Mystic//Nature//Team,1012,<Target> Random foe.//<1-5> Deal 2 damage.//<6-11> Deal 3 damage. Add 1 Event from the discard pile to your Reserve.//<12+> Deal 3 piercing damage. Add 1 card and 1 Event from their respective discard piles to your hand/Reserve.,,Ranbutam,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g3bwe.jpg,i1g3bwe,1004,,,,1001,1002,15,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:04,2024-02-01T01:04:41.649Z,,,,,
64142354b00a31a52c1ba03d,Restorative Heat!!!,Staunch,,FB1,Flamebell//Magic//Support//Quest,1016,<Target> Foe of your choice.//All foes with a Power card(s) in their String take 1 damage.//<1-5> Deal 3 damage.//<6-11> Deal 3 damage. Heal 1 HP.//<12+> Deal 4 damage. Heal 2 HP and resolve your Aura one more time.,,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g4fbe.jpg,i1g4fbe,1004,,,,1001,1002,11,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:05,2024-02-01T01:05:11.358Z,,,,,
641423bdb00a31a52c1ba05c,Warm Mending!,Staunch,,FB1,Flamebell//Magic//Support//Quest,1014,"Add 2 cards from the discard pile to your hand. If the added cards were Staunch/Power, heal 2 HP.",,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1g4fba.jpg,,1002,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:48,2024-01-29T02:48:31.000Z,,,,,
641425ffb00a31a52c1ba073,New Growth,,,BB1,Bolt Blossom//Nature//Energy,1102,Add 2 to your next Focus roll.,,Filippo Scalisi,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb12bb.jpg,i1cb12bb,1008,,,,1000,,0,<Critical> Add the top card of the Main deck to your String.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:08,2024-01-18T00:08:53.555Z,,,1002,,
64169cb10673ac355a739f21,Grimmer Form,,,CP1,Ceifeira Preta//Mystic//Quest//Transformation,1110,"<Trigger> If you are targeted for damage, apply each of the following effects for each Comeback in your Reserve://<1> Your Fighter is treated as Canny.//<2> Discard 1 card in your strongest or weakest foe's hand.//<3> Your Aura, Move and Ending gain damage plus 1.//<4+> Discard 1 unresolved card from your String; you are unaffected by the effect(s) of the card targeting you.",,Hugo Roberto,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl15cpe.jpg,i1pl15cpe,1007,,,,1005,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:27,2024-01-18T00:27:50.148Z,,,1001,,
6431be08b87f22f9450ff544,Blast Mouth,Power,,BM1,Blast Mouth//Altered//Nature//Brawler,1017,"Deal 2 damage to a foe.\nIf you are last to go this round or have the lowest Enthusiasm, deal 1 additional damage and draw 1 Pluck.",,Znttus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r1bmf.jpg,,1001,1002,1002,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:56,2024-01-29T02:56:41.828Z,,,,,
6439559c3d6559427fc5845f,Electric Powered Wildflowers!,Unity,,BB1,Bolt Blossom//Nature//Energy,1046,Add 1 random card from your hand to your String and Focus plus 2 (add 2 to your Focus).,,Filippo Scalisi,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b4bba.jpg,i1b4bba,1002,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:45,2024-01-29T02:45:30.734Z,,,,,
643956423d6559427fc58466,Mirror Plant!!,Unity,,BB1,Bolt Blossom//Nature//Energy,1047,Resolve 1 of the following effects://● This card copies the effect text of your Aura.//● Return 2 cards from your hand to the top of the Main deck in any order; resolve your Fighter and reset 1 Item (you can resolve the effects of 1 Item in your Reserve one more time).,,Filippo Scalisi,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b4bbm.jpg,i1b4bbm,1003,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,4,20:18,2024-02-04T20:18:22.189Z,,,,,
643956e33d6559427fc5846d,Precious Potted Plant,,,BB1,Bolt Blossom//Nature//Energy,1100,"<Limited> Place 1 card from your hand under this Item (if this Item is removed from your Active Pluck, the placed card(s) is discarded).\n\n",,Filippo Scalisi,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl12bbi.jpg,i1pl12bbi,1006,,,,1004,,0,This Item counts as the class(s) of its placed card(s) in each of your Strings (this does not count towards String size).,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:26,2024-01-18T00:26:11.457Z,,,1003,,
6439583c3d6559427fc584dc,"""Change of Plans!""",,,GEN,Cosmic//Support//Transformation//Call,1126,<Trigger> During a foe's turn; switch 1 unresolved card in your String with 1 card in your hand of the same type (the new card can not be used to defend).,,mvthwus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb18g.jpg,i1cb18g,1008,,,,1000,,0,<Critical> Discard 1 card from your hand; pull 1 Support or Transformation card/Pluck.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:09,2024-01-18T00:09:36.570Z,,,1001,1002,
643959963d6559427fc5852b,"""Hau, Scout Ahead!""",,,BW1,Bone Whisperer//Mystic//Nature//Call,1074,"Focus plus 3 and reset 1 Item.\nDiscard up to 2 Pluck in your Reserve; select an equal number of foes. Look at their hand(s) and all cards in their String(s), then discard 1 card from their hand(s). ",,Ranbutam,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl03bwe.jpg,i1pl03bwe,1007,,,,1005,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,4,20:19,2024-02-04T20:19:36.299Z,,,,,
64395a0b3d6559427fc58532,Spirit Anchor,,,BW1,Bone Whisperer//Mystic//Nature//Team,1073,"<Limited> If you resolve an Event this round, place the Event under this Item instead of discarding it during the End Phase (if this Item is removed from your Active Pluck, the placed Event(s) is discarded).",,Ranbutam,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl03bwi.jpg,i1pl03bwi,1006,,,,1004,1006,0,"Once per round, this Item copies the effect text of its placed event. The event is discarded during the End Phase. This Item's placed Event(s) count towards your Pluck limit.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:03,2024-01-18T00:03:26.958Z,,,1003,,
64395a903d6559427fc58539,Reconnection,,,BW1,Bone Whisperer//Mystic//Nature//Relaxation,1075,"Discard 2 cards from your hand; pull 1 Event (add the Event from the Pluck deck to your Reserve, then shuffle the Pluck deck).",,Ranbutam,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb3bw.jpg,i1cb3bw,1008,,,,1000,,0,<Limited> Draw 1 Pluck and you can resolve 1 additional Event this round.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,22,18:57,2024-01-22T18:57:04.509Z,,,1002,,
64395bc43d6559427fc585a2,Muertorn the Soul Returning Scythe,,,CP1,Ceifeira Preta//Mystic//Quest,1109,"Once per round, if you draw or pull a Comeback(s), \nreturn 1 Fighter or Aura from the discard pile to the top of the Main deck.",,Hugo Roberto,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl15cpi.jpg,i1pl15cpi,1006,,,,1004,1006,0,"<Trigger> If a card(s) in your String is discarded before resolving its main effect, discard this Item; resolve that card (max of 1) from the discard pile.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:57,2024-01-18T00:57:20.404Z,,,,,
64395c473d6559427fc585a9,Returning Souls,,,CP1,Ceifeira Preta//Mystic//Quest,1111,Add 2 Comebacks from the discard pile to your Reserve. You can not resolve them this round. ,,Hugo Roberto,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb15cp.jpg,i1cb15cp,1008,,,,1000,,0,<Critical> Discard 1 unresolved card from your String; add 1 Aura or Move from the discard pile to your String.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:09,2024-01-18T00:09:21.901Z,,,1002,,
64395cf53d6559427fc585f1,Burst Esper,Power,,BE1,Burst Esper//Psychic//Energy,1025,Deal 2 damage to 2 random foes and Focus plus 2 (add 2 to your Focus). Those foes draw 1 card.,,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r3bef.jpg,i1r3bef,1001,1004,,,1001,1007,0,"<Trigger> If this card is discarded from your hand, deal 2 damage to a random foe.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,3,8,16:07,2024-03-08T16:07:52.137Z,,,1001,,
64395d643d6559427fc585f8,Mass Conversion and Release!!,Power,,BE1,Burst Esper//Psychic//Energy,1027,"Discard up to 3 cards from your hand, then deal 1 damage to all foes for each card discarded. If you discarded 3 cards, this card deals true damage.",,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r3bem.jpg,i1r3bem,1003,,,,1001,1007,0,"<Trigger> If this card is discarded from your hand or String, deal 2 damage to a random foe.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:58,2024-01-29T02:58:04.698Z,,,1001,,
64395ea73d6559427fc585ff,Power Channeling Unit,,,BE1,Burst Esper//Psychic//Energy//Tech,1085,<Limited> Place up to 3 Psychic cards from your hand or discard pile under this Item. \n\n\n,,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl07bei.jpg,i1pl07bei,1006,,,,1004,,0,"If 1 of your cards or Active Pluck randomly chooses a foe(s) or card(s), you choose the foe(s)/card(s) instead.//Add 1 of this Item's placed cards to your hand during each End Phase or discard this Item.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,27,16:13,2024-02-27T16:13:29.203Z,,,1003,,
643961c93d6559427fc58618,Testing,,,BE1,Burst Esper//Psychic//Energy,1086,Draw 3 cards and unfurl 5 cards. Return each unfurled card to the top or bottom of the Main deck in any order.,,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl07bee.jpg,i1pl07bee,1007,,,,1005,,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2023,12,18,20:48,2023-12-18T20:48:47.512Z,,,,,
643962953d6559427fc58635,Transfer of Bad Energy,,,BE1,Burst Esper//Psychic//Energy//Relaxation,1087,Discard 1 card from your hand; 1 random card in your String gains damage plus 1 (that card deals 1 additional damage at the end of its resolution).  ,,mo.moan,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb7be.jpg,i1cb7be,1008,,,,1000,,0,"<C.Trigger> During the Start Phase, your Fighter gains Redirect 1 (that card is revealed).",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:08,2024-01-18T00:08:19.333Z,,,1001,1002,
643976ef3d6559427fc5879c,Fairy's Flame,,,FB1,Flamebell//Magic//Support//Quest,1076,"<L. Trigger> During the Start Phase, 1 card in a player's String is treated as a Power card (that card is revealed).",,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl04fbi.jpg,i1pl04fbi,1006,,,,1004,1006,0,"One per round, if you resolve an Aura, heal 1 HP.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:53,2024-01-18T00:53:59.114Z,,,1001,,
643977593d6559427fc587a3,Supernova,,,FB1,Flamebell//Magic//Support//Quest,1077,All foes with a Power card(s) in their String take 1 damage. All Fighters are treated as Power and damage cards whose original class was Power take this round is increased by 1.,,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl04fbe.jpg,i1pl04fbe,1007,,,,1005,,0,"<Trigger> During the Start Phase or if you are targeted for damage, resolve this Pluck's main effect.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:14,2024-01-18T00:14:10.878Z,,,,,
643977cc3d6559427fc587aa,Rekindled,,,FB1,Flamebell//Magic//Support//Quest//Relaxation,1078,"If a player(s) has a Power card(s) in their String, heal 1 HP.",,XIOLI,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb4fb.jpg,i1cb4fb,1008,,,,1000,,0,<Critical> Resolve your Aura one more time.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2023,12,19,02:10,2023-12-19T02:10:37.341Z,,,1002,,
64397afc3d6559427fc58825,Red Fist,Power,,RF1,Red Fist//Tech//Brawler,1021,"Deal 3 damage to your strongest foe, then discard 2 cards from your hand.",,gmoshiro,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r2rff.jpg,i1r2rff,1001,1002,1002,1002,1001,1007,0,"<Trigger> When this card is revealed, remove 3 Counter tokens from this card; draw 2 cards.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:57,2024-01-29T02:57:13.948Z,,,1001,,
64397b773d6559427fc5885c,Hammerspace,Unity,,HS1,Warp Family//Cosmic//Psychic//Support,1041,"Draw 1 card and pull 1 Item (add the Item from the Pluck deck to your Reserve, then shuffle the Pluck deck).//If your String has a Canny card(s), reset 1 Item (you can resolve the effects of 1 Item in your Reserve one more time).",,Undeadsushii,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1b3hsf.jpg,i1b3hsf,1001,1002,1004,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,4,20:18,2024-02-04T20:18:33.368Z,,,,,
643f53632e72274cabf63893,Ignition Left!!,Power,,RF1,Red Fist//Tech//Brawler,1023,"<Target> Foe on your left.//<1-5> Deal 1 damage.//<6-11> Deal 3 piercing damage. Draw 1 card.//<12+> Deal 3 true, piercing damage. Draw 2 cards.",,gmoshiro,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r2rfm.jpg,i1r2rfm,1003,,,,1001,1002,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:07,2024-02-01T01:07:28.668Z,,,,,
643f54b72e72274cabf6389a,Big Bang Right!!!,Power,,RF1,Red Fist//Tech//Brawler,1024,"<Target> Foe on your right.//<1-5> Discard 1 card from your hand.//<6-11> Deal 2 true, piercing damage.//<12+>  Deal 3 true, piercing damage. If your hand has 6 or more cards, deal 3 additional true, piercing damage.",,gmoshiro,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r2rfe.jpg,i1r2rfe,1004,,,,1001,1002,18,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:06,2024-02-01T01:06:55.907Z,,,,,
643f54fe2e72274cabf638a1,Double Ki Charge!,Power,,RF1,Red Fist//Tech//Brawler,1022,Focus plus 2 and your Fighter heals 1 HP. Discard 1 Aura from your hand; resolve this card one more time and your Move gains damage plus 1 (optional).,,gmoshiro,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r2rfa.jpg,i1r2rfa,1002,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:57,2024-01-29T02:57:24.039Z,,,,,
643f55642e72274cabf638ae,Berserk Transformation!,Power,,BM1,Blast Mouth//Altered//Nature//Transformation,1018,The next resolved card in your String gains damage plus 1 (that card deals 1 additional damage at the end of its resolution).   ,,Znttus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r1bma.jpg,i1r1bma,1002,,,,1001,1003,0,"<Trigger> If you take damage, resolve 1 other random card in your String. If the resolved card targets a foe(s), the target is now 1 random foe.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,01:53,2024-01-29T01:53:38.512Z,,,1001,,
643f55a42e72274cabf638b5,Cinder Crunch!!,Power,,BM1,Blast Mouth//Altered//Nature//Brawler,1019,"Deal 3 piercing damage to a foe who has already gone this round. If this card defeats a Fighter, your Ending gains damage plus 1 (that card deals 1 additional damage at the end of its resolution).",,Znttus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r1bmm.jpg,i1r1bmm,1003,,,,1001,1007,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,29,02:56,2024-01-29T02:56:54.238Z,,,,,
643f56612e72274cabf638cc,Burning Impact!!!,Power,,BM1,Blast Mouth//Altered//Nature//Brawler,1020,"<Target> Foe of your choice.//<1-5> Deal 4 damage.//<6-11> Deal 4 true, piercing damage.//<12+> Deal 5 true, piercing damage. If they have already gone this round, deal 1 additional piercing damage.",,Znttus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1r1bme.jpg,i1r1bme,1004,,,,1001,1002,6,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,2,1,01:06,2024-02-01T01:06:40.838Z,,,,,
643f56dc2e72274cabf638d3,Revenge Swipe,,,BM1,Blast Mouth//Altered//Nature,1081,"Take 2 damage, then deal 2 damage to a foe.",,Znttus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1cb5bm.jpg,i1cb5bm,1008,,,,1000,,0,<Critical> Deal 2 piercing damage to a foe.,2023,6,25,18:44,2023-06-25T18:44:06.985Z,2023,6,25,19:12,2023-06-25T19:12:29.419Z,,,1002,,
643f57342e72274cabf638da,Reptilian Super Serum,,,BM1,Blast Mouth//Altered//Nature//Transformation,1079,"Once per round, you can take 2 damage, then your Fighter gains damage plus 1 and is treated as Power for the rest of your turn (that card deals 1 additional damage at the end of its resolution).",,Znttus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl05bmi.jpg,i1pl05bmi,1006,,,,1004,1006,0,,2023,6,25,18:44,2023-06-25T18:44:06.985000,2023,12,26,19:59,2023-12-26T19:59:33.467Z,,,,,
643f57a82e72274cabf638e1,Reverting to Normal,,,BM1,Blast Mouth//Altered//Nature//Transformation,1080,Pull 1 Altered or Transformation card.,,Znttus,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl05bme.jpg,i1pl05bme,1007,,,,1005,,0,"<Trigger> If your Fighter is defeated, return it to your hand instead and add a Fighter with a different class from your hand to your String. You can resolve 1 additional Event this round.",2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,22,18:56,2024-01-22T18:56:29.431Z,,,1001,,
643f5a152e72274cabf639e6,Extra-Dexterous Non-Combat Arms,,,RF1,Red Fist//Tech//Brawler//Relaxation,1082,"If your String has a Power card(s) and you discard a card(s) from your hand/String, you can draw 1 card.",,gmoshiro,https://compressedplaymakercards.s3.us-west-1.amazonaws.com/i1pl06rfi.jpg,i1pl06rfi,1006,,,,1004,1006,0,Discard this Item after drawing 3 cards by this effect.,2023,6,25,18:44,2023-06-25T18:44:06.985000,2024,1,18,00:19,2024-01-18T00:19:27.887Z,,,,,
